epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,169.556,0,30.9016,0,0.01653,1,0.04854,0.02333,0.78406,4.5024,1.4827,0.000178293,0.000178293,0.000178293
30,174.756,0,27.5238,0,0.01653,1,0.04854,0.02333,0.78406,4.5024,1.4827,0.000176456,0.000176456,0.000176456
31,180.33,0,27.5176,0,0.01869,1,0.05103,0.022,0.94667,4.47996,1.62547,0.000174052,0.000174052,0.000174052
32,185.806,0,27.786,0,0.01869,1,0.05103,0.022,0.94667,4.47996,1.62547,0.000171083,0.000171083,0.000171083
33,191.98,0,26.0544,0,0.01852,1,0.04854,0.01601,1.05319,4.36817,1.77491,0.000167547,0.000167547,0.000167547
34,197.249,0,23.9857,0,0.01852,1,0.04854,0.01601,1.05319,4.36817,1.77491,0.000163446,0.000163446,0.000163446
35,202.299,0,23.7089,0,0.02062,1,0.12678,0.02358,1.11629,4.23375,1.85303,0.000158779,0.000158779,0.000158779
36,207.574,0,22.5618,0,0.02062,1,0.12678,0.02358,1.11629,4.23375,1.85303,0.000153546,0.000153546,0.000153546
37,213.012,0,23.5844,0,0.02198,1,0.28429,0.0389,1.20122,4.18763,1.99021,0.000147747,0.000147747,0.000147747
38,217.906,0,21.4668,0,0.02198,1,0.28429,0.0389,1.20122,4.18763,1.99021,0.000141382,0.000141382,0.000141382
39,223.314,0,21.21,0,0.02299,1,0.03902,0.01531,1.30751,4.18956,2.14204,0.000134452,0.000134452,0.000134452
40,228.79,0,20.1084,0,0.02299,1,0.03902,0.01531,1.30751,4.18956,2.14204,0.000126955,0.000126955,0.000126955
41,233.931,0,29.7161,0,0.02564,1,0.03491,0.0124,1.37563,4.17773,2.21204,0.000118893,0.000118893,0.000118893
42,239.479,0,22.1964,0,0.02564,1,0.03491,0.0124,1.37563,4.17773,2.21204,0.000110264,0.000110264,0.000110264
43,245.431,0,23.878,0,0.01695,0.5,0.01583,0.00475,1.42738,4.18743,2.29611,0.00010107,0.00010107,0.00010107
44,251.405,0,19.9369,0,0.01695,0.5,0.01583,0.00475,1.42738,4.18743,2.29611,9.13102e-05,9.13102e-05,9.13102e-05
45,256.504,0,20.084,0,0,0,0,0,1.4823,4.21062,2.33103,8.09843e-05,8.09843e-05,8.09843e-05
46,261.296,0,18.8016,0,0,0,0,0,1.4823,4.21062,2.33103,7.00924e-05,7.00924e-05,7.00924e-05
47,266.885,0,19.0184,0,0,0,0,0,1.54396,4.2295,2.37617,5.86347e-05,5.86347e-05,5.86347e-05
48,271.866,0,18.4812,0,0,0,0,0,1.54396,4.2295,2.37617,4.66111e-05,4.66111e-05,4.66111e-05
49,276.893,0,19.06,0,0,0,0,0,1.58364,4.22752,2.38126,3.40216e-05,3.40216e-05,3.40216e-05
50,282.329,0,18.9984,0,0,0,0,0,1.58364,4.22752,2.38126,2.08663e-05,2.08663e-05,2.08663e-05
